ENSMUST00000097833	Gm10568
NM_009965	Cryba1
ENSMUST00000092883	Gm10277
NM_008952	Pipox
NR_033549	Gm11190
NM_022313	Eral1
NM_009423	Traf4
NM_080849	Nek8
NM_009297	Supt6h
NM_008238	Foxn1
NM_022411	Slc13a2
NM_001168521	Sarm1
NM_199199	Tmem199
NM_009395	Tnfaip1
NM_008702	Nlk
NM_197989	Fam58b
NM_010708	Lgals9
NM_019653	Wsb1
ENSMUST00000068448	Gm9964
NM_019409	Omg
NM_001033711	Evi2a
NM_144826	Utp6
ENSMUST00000100734	Gm10386
NM_018776	Crlf3
NM_183275	1110002N22Rik
NM_027472	5730455P16Rik
NM_001034013	Accn1
NM_001033765	1700071K01Rik
NM_011329	Ccl1
NM_009839	Cct6b
NM_001164570	Rffl
NM_011235	Rad51l3
NM_145431	Nle1
NM_172796	Slfn9
NM_181545	Slfn8
NM_181542	Slfn10
NM_134025	Pex12
NM_001013759	Gas2l2
NM_080453	Mmp28
NM_001045543	Gm11435
NM_013653	Ccl5
NM_011338	Ccl9
NM_009139	Ccl6
NM_011337	Ccl3
NM_019819	Dusp14
NM_172562	Tada2a
NM_001037932	Gm11437
NM_019816	Aatf
NM_008498	Lhx1
NM_177564	Dhrs11
NM_153144	Ggnbp2
NM_027388	Pigw
NM_001005223	Znhit3
NM_001029934	Usp32
ENSMUST00000100674	Gm10372
ENSMUST00000092818	Gm11444
NM_178309	Brip1
NM_027421	Ints2
NM_001080931	Med13
NM_001114334	Rps6kb1
ENSMUST00000069425	Gm9975
NM_029478	Tmem49
NM_001003908	Cltc
NM_026191	Dhx40
NM_001005341	Ypel2
NM_025638	Gdpd1
NM_024262	1200011M11Rik
NM_175563	Prr11
NM_177167	Ppm1e
NM_053269	Rad51c
NM_080420	Lpo
NM_007946	Epx
NM_146411	Olfr462
NM_146413	Olfr463
NM_146412	Olfr464
NM_026556	Dynll2
NM_054043	Msi2
NM_009648	Akap1
NM_029023	Scpep1
NM_019505	Dgke
NM_008711	Nog
BC140961	4932411E22Rik
NM_001080933	Ankfn1
NM_008796	Pctp
ENSMUST00000092790	Gm10276
NM_172563	Hlf
NM_028011	Tom1l1
NM_028547	Kif2b
NM_001013375	Utp18
NM_008704	Nme1
NM_026313	Luc7l3
NM_029600	Abcc3
NM_009783	Cacna1g
NM_027984	Epn3
NM_170671	Mycbpap
NM_001013381	Rsad1
NM_177752	Eme1
NM_145828	Xylt2
NM_001007584	Gm11541
NM_001105561	Gm11545
NM_001163172	Tmem92
ENSMUST00000058450	A430060F13Rik
NM_009161	Sgca
NM_133667	Pdk2
NM_013565	Itga3
NM_007867	Dlx4
NM_177619	Myst2
NM_130858	Nxph3
NM_033217	Ngfr
ENSMUST00000062249	Gm9796
NM_025659	Abi3
NM_008081	B4galnt2
NM_172300	Ube2z
ENSMUST00000100525	Gm11536
NR_033524	Gm11529
NM_028965	Snx11
NR_033523	Gm11517
NM_008686	Nfe2l1
NM_030248	Cdk5rap3
NM_134021	Pnpo
NM_030220	Sp2
NM_027026	Lrrc46
NM_019507	Tbx21
NM_198100	Tbkbp1
NM_008379	Kpnb1
NM_008942	Npepps
NM_001081220	Gpr179
NM_018873	Srcin1
BC055770	E130012A19Rik
NM_009545	Pcgf2
NM_054051	Pip4k2b
NM_028156	1700001P01Rik
NM_001081435	Fbxo47
NM_001163608	Plxdc1
NM_207231	Arl5c
NM_031173	Cacnb1
NM_146028	Stac2
NM_028149	Fbxl20
NM_013634	Med1
NM_010895	Neurod2
NM_001033537	Pgap3
NM_025559	1810046J19Rik
NM_011771	Ikzf3
NM_011869	Med24
NM_025661	Ormdl3
NM_145434	Nr1d1
NM_178596	Gjd3
NM_172564	Tns4
NM_007719	Ccr7
NM_172946	Krt222
NM_029393	Krt24
NM_133730	Krt25
NM_001033397	Krt26
NM_010666	Krt27
NM_027574	Krt28
NM_010660	Krt10
NM_010661	Krt12
NM_023256	Krt20
NM_033373	Krt23
NM_213730	Krt39
NM_001039666	Krt40
NM_025524	Krtap3-3
NM_025720	Krtap3-2
NM_023511	Krtap3-1
NM_027157	Krtap1-5
NM_001039502	Krtap1-4
NM_001085526	Krtap1-3
NM_029351	Krtap9-3
NM_001048196	Krtap4-1
NM_026807	Krtap4-2
NM_001126320	Gm11563
NM_026834	Krtap4-6
NM_001100614	Gm11564
XM_894864	Gm11556
NM_001013823	Krtap4-16
NM_001099774	Krtap17-1
NM_027983	Krt33a
NM_013570	Krt33b
NM_027563	Krt34
NM_010659	Krt31
NM_001159374	Krt32
NM_016880	Krt35
NM_001174099	Krt36
NM_010662	Krt13
NM_008469	Krt15
NM_008471	Krt19
NM_201255	Krt9
NM_016958	Krt14
NM_008470	Krt16
NM_010663	Krt17
NM_212483	Krt42
NM_010404	Hap1
NM_010593	Jup
NM_176830	1110036O03Rik
NM_026561	Nt5c3l
NM_172565	Klhl11
NM_134037	Acly
NM_019795	Dnajc7
NM_177790	Zfp385c
NM_030150	Dhx58
NM_001038010	Kat2a
NM_024456	Rab5c
NM_001081194	Kcnh4
NM_010410	Hcrt
NM_031871	Ghdc
NM_001113563	Stat5b
NM_213659	Stat3
NM_008986	Ptrf
NM_008949	Psmc3ip
BC016089	Fam134c
NM_146030	Plekhh3
NM_007721	Ccr10
NM_007970	Ezh1
NM_026618	Ccdc56
NM_019584	Becn1
XM_918258	Gm11619
NM_144829	Aarsd1
NM_012037	Vat1
NM_009764	Brca1
NM_008815	Etv4
NM_010791	Meox1
NM_024449	Sost
NM_028207	Dusp3
NM_007863	Mpp3
NM_016695	Mpp2
NM_008918	Ppy
NM_145435	Pyy
NM_029649	Tmem101
NM_172947	Lsm12
NM_001077696	Hdac5
NM_001098836	Atxn7l3
NM_011551	Ubtf
NM_011403	Slc4a1
NM_026542	Slc25a39
NM_199200	Fam171a2
NM_010575	Itga2b
NM_025918	Ccdc43
NM_001159382	Gjc1
NM_011431	Eftud2
NM_010277	Gfap
NM_011795	C1ql1
NM_152813	Plcd3
BC100507	1700023F06Rik
BC117072	4933400C05Rik
NM_016896	Map3k14
NM_133715	Arhgap27
NM_183288	Sh3d20
NM_183034	Plekhm1
XM_137868	Lrrc37a
NM_001033434	Gm884
NM_027083	Lyzl6
NM_019650	Gosr2
NM_011719	Wnt9b
NM_008740	Nsf
ENSMUST00000100346	Gm10844
NM_145436	Cdc27
NR_027956	1700052K11Rik
NM_172568	March10
NM_172397	Limd2
NM_028126	Strada
NM_026009	Ccdc47
NM_025310	Ftsj3
NM_001130187	Smarcd2
NM_008117	Gh
NM_008339	Cd79b
NM_133199	Scn4a
NM_010494	Icam2
NM_023913	Ern1
NM_198292	Tex2
NM_008816	Pecam1
NM_015810	Polg2
NM_133702	Nol11
NM_145823	Pitpnc1
NM_007582	Cacng1
NM_019431	Cacng4
NM_080644	Cacng5
NM_011101	Prkca
ENSMUST00000100300	Gm10838
NM_011268	Rgs9
NM_001029842	Slc16a6
NM_145940	Wipi1
NM_153782	Fam20a
NM_027038	1700012B07Rik
NM_013851	Abca8b
NM_153145	Abca8a
NM_147220	Abca9
NM_147218	Abca6
NM_147219	Abca5
ENSMUST00000100258	Gm10836
NR_024085	BC006965
ENSMUST00000100254	Gm11681
NM_001166503	Slc39a11
NM_138598	D11Wsu99e
NM_026682	Cpsf4l
NM_020006	Cdc42ep4
NM_172800	Sdk2
NR_027643	4932435O22Rik
NM_028055	Btbd17
NM_199221	Cd300lb
NM_199225	Cd300c
NM_145437	Cd300ld
NM_134158	AF251705
NM_172050	Cd300e
NM_001169153	Cd300lf
NM_025400	Nat9
NM_010350	Grin2c
NM_007997	Fdxr
NM_178035	Fads6
NM_176847	Ush1g
BC024617	C630004H02Rik
NM_015807	Nt5c
NM_008258	Hn1
NM_173048	Gga3
NR_029442	Mif4gd
NM_026071	Slc25a19
NM_008163	Grb2
NM_080643	Caskin2
NM_130454	Recql5
NM_016905	Galk1
NM_008211	H3f3b
NM_001009573	Unc13d
NM_016852	Wbp2
NM_172570	Trim47
NM_178802	Trim65
NM_024177	Mrpl38
NM_172571	Fbf1
NM_009180	St6galnac2
NM_015729	Acox1
NM_025276	Evpl
NM_146032	Srp68
NM_016857	Exoc7
NM_008240	Foxj1
NM_027258	Rnf157
NM_001033267	Qrich2
NM_026364	Prpsap1
NM_173755	Ube2o
NM_172572	Rhbdf2
NM_030206	Cygb
NM_011371	St6galnac1
NM_026280	Mxra7
NM_033398	Jmjd6
NM_011358	Sfrs2
XR_034089	Gm8624
NM_145439	Tmc6
NM_027919	Tha1
NM_001033528	Usp36
NM_011180	Cyth1
NM_011594	Timp2
NM_021440	Ddc8
NM_011150	Lgals3bp
NM_029502	Cant1
NM_001039167	D11Bwg0517e
NM_013926	Cbx8
NM_007625	Cbx4
NM_172443	Tbc1d16
NM_018822	Sgsh
NM_008730	Nptx1
NM_007377	Aatk
NR_029767	Mir338
NM_009734	Azi1
NM_183137	2410002I01Rik
NR_030682	2810410L24Rik
ENSMUST00000062283	2900052L18Rik
NM_027980	2310003H01Rik
NM_199469	Nploc4
NM_012065	Pde6g
BC147292	1810049H13Rik
NM_197995	Arl16
NM_001033231	Fam195b
NM_026814	Dysfip1
NM_011032	P4hb
NM_133796	Arhgdia
NM_011568	Thoc4
NM_024229	Pcyt2
NM_153056	Sirt7
NM_010756	Mafg
NM_144795	Pycr1
NM_026751	Myadml2
NM_016665	Stra13
NM_026428	Dcxr
NM_007621	Cbr2
NM_009053	Rfng
NM_026824	Dus1l
NM_007988	Fasn
NM_027745	Ccdc57
NM_027874	Csnk1d
NM_009854	Cd7
NM_026907	Sectm1b
NM_145373	Sectm1a
NM_027622	Tex19.2
NM_025402	1110031I02Rik
BC017643	BC017643
NM_025793	Wdr45l
NM_139147	Rab40b
NM_178763	Zfp750
NM_178664	B3gntl1
BC060685	1700012B15Rik
NM_008445	Kif3c
NM_172421	Asxl2
NR_027869	Dtnb
NM_007872	Dnmt3a
NM_008895	Pomc
NM_153082	Dnajc27
NM_001159537	Adcy3
BC067010	2410017P09Rik
NM_011365	Itsn2
NM_028376	Pfn4
NR_033599	Gm6682
NM_025323	0610009D07Rik
NM_173416	BC068281
ENSMUST00000037953	2810032G03Rik
NM_009693	Apob
NM_172401	1110057K04Rik
NM_021429	Hs1bp3
NM_030723	Pum2
NM_011519	Sdc1
NM_008640	Laptm4a
NM_010770	Matn3
NM_172470	Wdr35
NM_029321	Ttc32
NM_011859	Osr1
NM_027588	Nt5c1b
NM_023697	Rdh14
NM_025695	Smc6
NM_029758	Fam49a
AY512908	Gm16497
XR_031624	Gm9202
XR_032386	Gm4804
NM_008747	Ntsr2
NM_033270	E2f6
NM_027959	Pdia6
NM_001008421	Nol10
AK046603	B430203G13Rik
BC030401	Gm4983
XR_034692	Gm9229
AK046228	B230354O11Rik
NM_001135192	Asap2
NM_018813	Cpsf3
NM_026347	Iah1
AK132630	Gm9292
NM_020614	Taf1b
NM_001161406	Grhl1
NM_178357	Klf11
NM_009104	Rrm2
NM_026037	Mboat2
NM_001081378	Kidins220
NM_020557	Cmpk2
NM_011275	Rnaseh1
NM_134052	Adi1
NM_201357	Tssc1
NM_001093775	Myt1l
NM_181395	Pxdn
NM_172049	Tmem18
NM_001159743	Fam150b
NM_013709	Sh3yl1
NM_027828	Fam110c
ENSMUST00000101508	6030469F06Rik
NM_008482	Lamb1-1
XR_032641	Gm9359
NM_021353	Slc26a3
ENSMUST00000101498	Gm10473
NM_001163126	Cog5
NM_021524	Nampt
BC052902	Gdap10
NM_013635	Sypl
NM_029152	Efcab10
NM_172253	Twistnb
NM_033522	Ferd3l
NM_011658	Twist1
NM_029294	Prps1l1
NM_001014973	Snx13
NM_207531	Agr3
NM_011783	Agr2
NR_003649	Gm5434
NM_146033	Ankmy2
NM_025312	Sostdc1
NM_008584	Meox2
NM_178767	Tmem195
NM_178681	Dgkb
NM_172803	Dock4
NM_053122	Immp2l
XM_001477296	Gm2027
NM_026164	Pnpla8
NM_176930	Nrcam
ENSMUST00000066453	Gm9921
NM_008241	Foxg1
ENSMUST00000056234	Gm9804
ENSMUST00000101453	Gm10468
ENSMUST00000062226	Gm9808
NM_001015099	G2e3
NM_029825	Scfd1
NM_007728	Coch
NM_021710	Ap4s1
ENSMUST00000077293	Gm5785
NM_029760	Nubpl
NM_009706	Arhgap5
NM_198111	Akap6
NM_001100109	Srp54b
NM_001100110	Srp54c
NM_025373	1110008L16Rik
NM_011968	Psma6
NR_003959	Aldoart2
NM_020287	Insm2
NM_001037756	Brms1l
NM_011041	Pax9
NM_001164370	Mipol1
BC100489	4921506M07Rik
NM_009216	Sstr1
NM_025656	Sip1
NM_008891	Pnn
NM_177321	Mia2
NM_146034	Ctage5
NM_178714	Lrfn5
BC099503	Gm527
NM_177805	Fam179b
NM_177806	Prpf39
NM_178912	Fancm
NM_027614	Wdr20b
NM_001081406	Ppil5
NM_146035	Mgat2
NR_033222	9330151L19Rik
NM_178253	Klhdc1
NM_027117	Klhdc2
NM_026536	Atp5s
NR_033573	4930512B01Rik
ENSMUST00000095662	Abhd12b
NM_028339	Tmx1
NM_028127	Frmd6
ENSMUST00000101349	Gm10457
NM_019785	Actr10
NM_001081195	Arid4a
NM_029227	Tomm20l
NM_001163378	2700049A03Rik
NM_021532	Dact1
NM_026102	Daam1
NM_024205	Jkamp
NM_001142728	Lrrc9
NM_026327	1810048J11Rik
NM_008910	Ppm1a
NM_011384	Six6
NM_008612	Mnat1
NM_001037717	Slc38a6
NM_008856	Prkch
NM_010431	Hif1a
XM_204772	Gm5068
NM_178392	Snapc1
NM_172804	Syt16
NR_030733	1700086L19Rik
NM_198866	Dbpht2
NM_023275	Rhoj
NM_138745	Mthfd1
NM_001101471	Akap5
NM_178744	Zbtb1
NM_001002012	Hspa2
NM_001163103	Gm70
ENSMUST00000101281	Gm10451
NM_153804	Plekhg3
NM_206534	Churc1
NM_145927	Fntb
NM_016893	Fut8
XM_904144	Gm6657
NM_172952	Gphn
NM_029069	Fam71d
NM_019579	Mpp5
NM_026114	Eif2s1
NM_181073	Plekhh1
NM_009705	Arg2
NM_030017	Rdh12
NM_009014	Rad51l1
NM_133798	Exd2
NM_001081421	Galntl1
NM_026244	Slc39a9
NM_001177503	3830431G21Rik
BC040401	4933426M11Rik
NM_001146217	Smoc1
NM_001033149	Ttc9
NM_018814	Pcnx
NM_001167983	Sipa1l1
NM_015812	Rgs6
ENSMUST00000071028	Gm10006
NM_001165256	Dcaf4
NM_008943	Psen1
NM_130887	Papln
NM_134188	Acot2
NM_012006	Acot1
NM_134247	Acot4
NM_134246	Acot3
NM_145444	Acot5
NM_172580	Acot6
NM_028821	Dnalc1
NM_029880	Ptgr2
NM_144833	Zfp410
NM_172582	Coq6
NM_028377	2900006K08Rik
NM_025525	Rnf113a2
NM_173756	Lin52
NM_007701	Vsx2
NM_001168588	7420416P09Rik
NM_028863	Isca2
NM_028632	Fcf1
NM_178363	Ylpm1
NM_030225	Dlst
NM_145445	Eif2b2
NM_172414	Fam164c
NM_010234	Fos
NM_030887	Jdp2
NM_016767	Batf
NM_145447	Mfsd7c
NM_001081423	Ttll5
BC038915	1700019E19Rik
BC048169	1700020O03Rik
NM_001159500	Esrrb
NM_177354	Vash1
ENSMUST00000095527	Gm6772
NM_173735	2310044G17Rik
NM_172583	Tmem63c
NM_010363	Gstz1
NM_146036	Ahsa1
NM_026958	1810035L17Rik
NM_001177573	BB287469
ENSMUST00000095505	Gm16368
XM_990056	Gm8587
XR_032624	Gm8655
NM_028105	Adck1
NM_172544	Nrxn3
NM_011648	Tshr
XM_991883	Rpl17-ps2
NM_201518	Flrt2
NM_008152	Gpr65
NM_178914	Spata7
NM_029334	Zc3h14
NM_198311	Ttc8
ENSMUST00000046994	3300002A11Rik
NM_028354	Tdp1
NM_001164427	Kcnk13
ENSMUST00000101131	Gm10433
NM_009790	Calm1
ENSMUST00000101129	Gm10432
BC066161	9030617O03Rik
NM_173023	Catsperb
NM_016856	Cpsf2
NM_172152	Slc24a4
NM_177620	Rin3
NM_013747	Golga5
NM_007693	Chga
BC096606	D230037D09Rik
NM_025666	Ubr7
NM_001039049	Cox8c
NM_001081017	Unc79
XM_909635	Fam181a
NM_001177841	Otub2
NM_026790	Ifi27l1
NM_028980	Ppp4r4
BC031891	Serpina4-ps1
NM_172953	Serpina5
NM_001167705	Serpina3a
NM_173024	Serpina3b
NM_001168294	Serpina3f
NR_033450	Serpina3h
NM_011458	Serpina3k
NM_009253	Serpina3m
NM_009252	Serpina3n
ENSMUST00000070814	Gm10000
ENSMUST00000021520	4930408O17Rik
NM_028419	Glrx5
NM_013775	Tcl1b2
NM_013773	Tcl1b1
NM_013776	Tcl1b5
NM_013772	Tcl1b3
NM_013774	Tcl1b4
NM_009747	Bdkrb2
NM_007539	Bdkrb1
NM_178613	4933433P14Rik
NM_030187	Ak7
NM_011112	Papola
NM_011705	Vrk1
ENSMUST00000082269	3110018I06Rik
NM_009832	Ccnk
NM_001044380	Hhipl1
NM_010010	Cyp46a1
NM_001043335	Eml1
NM_001163394	Evl
NR_029771	Mir342
NM_009537	Yy1
NR_029773	Mir345
NM_001012310	AI132487
NM_010052	Dlk1
NR_003633	Meg3
NR_030438	Mir673
NR_029765	Mir337
NR_030260	Mir540
NR_030425	Mir665
NR_002848	6430411K18Rik
NR_029770	Mir341
NR_029918	Mir370
NR_028433	AF357355
AF357341	AF357341
NR_029880	Mir379
NR_029916	Mir411
NR_029650	Mir299
NR_029881	Mir380
NR_029757	Mir323
NR_029762	Mir329
NR_030269	Mir494
NR_030445	Mir679
NR_030435	Mir666
NR_030261	Mir543
NR_030446	Mir495
NR_030426	Mir667
NR_030270	Mir376c
NR_029915	Mir376b
NR_029877	Mir376a
NR_029651	Mir300
NR_029882	Mir381
NR_030271	Mir487b
NR_030262	Mir539
NR_029883	Mir382
NR_029548	Mir134
NR_030424	Mir668
NR_030253	Mir485
NR_029564	Mir154
NR_030437	Mir496
NR_029878	Mir377
NR_030263	Mir541
NR_029913	Mir409
NR_029917	Mir412
NR_030272	Mir369
NR_028265	Mirg
NM_172119	Dio3
NM_030238	Dync1h1
NM_027149	Wdr20a
NM_028365	Zfp839
NM_001081057	Tecpr2
NM_198023	Rcor1
ENSMUST00000084967	Gm10158
NM_011632	Traf3
NM_033603	Amn
NM_009396	Tnfaip2
NM_173363	Eif5
NR_033168	Snora28
NM_021516	Mark3
NM_177374	Trmt61a
NM_026511	2810002N01Rik
NM_001025360	Klc1
NM_026752	Zfyve21
NM_029056	Tdrd9
NM_001081169	Aspg
NR_029590	Mir203
NM_001097621	Kif26a
NM_177039	A530016L24Rik
NM_198411	Inf2
NM_007421	Adssl1
NM_001100460	Zbtb42
NM_001024602	AW555464
NM_178911	Pld4
BC090976	BC022687
NM_201646	Btbd6
NM_001081170	Pacs2
NM_029381	Tex22
NM_054081	Mta1
NM_024223	Crip2
NM_007763	Crip1
NM_134041	4930427A07Rik
NM_153776	Tmem121
NM_001009545	Adam6b
NM_174885	Adam6a
NM_001004066	Zfp386
NM_009511	Vipr2
NM_028731	Esyt2
NM_133762	Ncapg2
NM_011215	Ptprn2
NR_029563	Mir153
NM_175930	Rapgef5
NM_146040	Cdca7l
NM_177082	Sp8
NM_001163136	Macc1
NM_016676	Rab10
NR_030694	1110002L01Rik
XR_034503	Gm6742
ENSMUST00000101635	Gm10485
NM_001082483	Efr3b
NM_010881	Ncoa1
BC138846	4930417G10Rik
NM_175431	A830093I24Rik
NM_016863	Fkbp1b
NM_001033488	Mfsd2b
NM_001164493	Klhl29
NM_013527	Gdf7
NM_007483	Rhob
NM_177802	Slc7a15
ENSMUST00000062469	9930038B18Rik
NM_173417	Kcns3
NM_019544	Msgn1
ENSMUST00000055358	1700034J04Rik
NM_177331	Gen1
NM_012038	Vsnl1
NM_008709	Mycn
NR_028566	Snord118
NM_134040	Ddx1
XR_031578	Gm4929
NM_029007	Fam84a
NM_144551	Trib2
NM_015763	Lpin1
NM_015764	Greb1
NM_172574	Pqlc3
ENSMUST00000095823	2410004P03Rik
NM_201531	Kcnf1
NM_001159632	Atp6v1c2
ENSMUST00000075542	1700030C10Rik
AK144596	G730007D18Rik
NM_008403	Itgb1bp1
NM_009615	Adam17
NM_011739	Ywhaq
AK170335	F630048H11Rik
ENSMUST00000101538	9030624G23Rik
XM_911478	Gm16372
NM_138686	Cys1
NM_010496	Id2
NM_001081977	Rnf144a
NM_021384	Rsad2
ENSMUST00000063754	Gm9866
NM_009234	Sox11
NM_001177964	1110015M06Rik
NM_053156	Allc
NM_027866	Colec11
NM_178811	Ttc15
NM_009417	Tpo
NM_172951	Sntg2
NM_007861	Dld
NM_134048	Cbll1
NM_011867	Slc26a4
NM_007530	Bcap29
NM_028002	Dus4l
NM_175191	Gpr22
NM_153198	Hbp1
NM_011158	Prkar2b
NM_020272	Pik3cg
NM_001024478	Cdhr3
NR_015602	F730043M19Rik
NM_024124	Hdac9
ENSMUST00000061679	4921508M14Rik
NR_030449	Mir680-3
NM_013464	Ahr
NM_025359	Tspan13
NM_025840	Bzw2
NM_001177877	1700108M19Rik
NM_001039515	Arl4a
NM_001146196	Scin
BC147387	Gm889
NM_172575	Zfp277
XR_034872	Gm7239
NM_010733	Lrrn3
ENSMUST00000085433	Gm10165
NM_013760	Dnajb9
NM_144552	Stxbp6
NM_008858	Prkd1
XR_033304	Gm7172
NM_052973	Strn3
NM_177171	Heatr5a
NM_029545	6530401N04Rik
NM_008159	Gpr33
NM_028133	Egln3
ENSMUST00000101431	Gm10465
NM_134054	1110002B05Rik
NM_025456	Eapp
NM_026998	Snx6
NM_007688	Cfl2
NM_013815	Baz1a
NM_010907	Nfkbia
NM_145442	Mbip
NM_009385	Nkx2-1
NM_008701	Nkx2-9
NM_172577	Slc25a21
XR_034097	Gm2568
NM_008259	Foxa1
ENSMUST00000085379	Rpl26-ps2
NM_025809	Clec14a
NM_009147	Sec23a
NM_030057	Trappc6b
NM_001033156	Fbxo33
NM_001163271	Fscb
NM_025707	Klhl28
NM_013902	Fkbp3
NM_172578	C79407
NM_001162933	Rpl10l
NM_027269	1110034A24Rik
NM_011133	Pole2
NM_025441	Sdccag1
NM_001033236	Gm71
NM_001135559	Sos2
NM_145443	L2hgdh
NM_183294	Cdkl1
NR_030450	Mir681
NM_201519	Map4k5
NM_022028	Sav1
NM_133198	Pygl
NM_053167	Trim9
NM_013896	Timm9
XR_034366	Gm7985
NM_181752	Gpr135
NM_026038	2810055F11Rik
NM_028687	4930403N07Rik
NM_153457	Rtn1
NM_025522	Dhrs7
NM_029444	Six6os1
NM_009189	Six1
NM_011382	Six4
NM_029580	Trmt5
ENSMUST00000070425	D830013O20Rik
NM_178715	Tmem30b
NM_172805	Kcnh5
NM_175644	Gphb5
NM_012024	Ppp2r5e
NM_028203	Wdr89
NM_030750	Sgpp1
NM_207707	Esr2
XR_034203	Gm7862
NM_019784	Tex21
NM_001172104	Zbtb25
NM_013675	Spnb1
NM_030677	Gpx2
NM_134050	Rab15
NM_008558	Max
XR_034472	Gm4864
NM_023721	Atp6v1d
NM_013738	Plek2
NM_029988	Pigh
NM_016800	Vti1b
NM_021557	Rdh11
NM_001008550	Zfyve26
NM_007564	Zfp36l1
NM_177267	Dcaf5
ENSMUST00000056602	0610009B14Rik
NM_001008423	Gm1568
NM_001177561	Slc10a1
NM_080440	Slc8a3
NM_025461	Cox16
NM_009620	Adam4
NM_020330	Adam21
NM_027213	Med6
NM_001174107	Map3k9
NM_058212	Dpf3
NM_183154	Zfyve1
NM_001136075	Numb
AK132490	4732463B04Rik
NM_027438	Pnma1
BC062132	Fam161b
NM_001026214	Entpd5
NM_134042	Aldh6a1
NM_008992	Abcd4
NM_001033334	Tmem90a
NM_023409	Npc2
NM_178065	1110018G07Rik
NM_175198	Prox2
NM_146244	Rps6kl1
NM_008827	Pgf
NM_175337	Mlh3
NM_025421	Acyp1
NM_145138	Nek9
NM_021446	0610007P14Rik
NM_009368	Tgfb3
NM_144524	Angel1
NM_145836	6430527G18Rik
NM_022414	Ngb
NM_153415	Pomt2
NM_001033475	Tmed8
NM_027744	4933437F05Rik
NM_001142580	Vipar
ENSMUST00000051601	Ism2
NM_011479	Sptlc2
NM_001102565	Alkbh1
NM_025507	Snw1
NM_001166062	Gm16381
NM_010050	Dio2
NM_181815	4930534B04Rik
NM_031391	Gtf2a1
NM_175367	Ston2
NM_001039089	Sel1l
NM_027076	1700019M22Rik
XR_031227	Gm8785
NM_008079	Galc
NM_029911	Kcnk10
NM_011877	Ptpn21
NM_030172	2610021K21Rik
NM_183155	BC002230
NM_001033213	Ttc7b
NM_153587	Rps6ka5
NM_028924	Tc2n
NM_011812	Fbln5
NM_028446	Trip11
NM_029705	Atxn3
XM_001474563	Gm2701
NM_011175	Lgmn
NM_172584	Itpk1
NM_022323	Moap1
NM_172806	Btbd7
NM_133364	Prima1
NM_023049	Asb2
ENSMUST00000056140	9330161L09Rik
NM_001159502	Ddx24
NM_029803	Ifi27l2a
NM_145449	Ifi27l2b
NM_144834	Serpina10
NM_007618	Serpina6
ENSMUST00000095451	Gm46
NM_026687	Serpina1f
NM_009244	Serpina1b
NM_009246	Serpina1d
NM_009243	Serpina1a
NM_009245	Serpina1c
NM_009247	Serpina1e
NM_199314	Serpina11
NM_027997	Serpina9
NM_026535	Serpina12
NM_008458	Serpina3c
NM_010351	Gsc
NM_148948	Dicer1
NM_053155	Clmn
NM_001042699	4831426I19Rik
NR_028576	Scarna13
NM_009337	Tcl1
NM_001079883	Bcl11b
AK079474	A130014H13Rik
ENSMUST00000101053	Gm10427
NM_001159910	Ccdc85c
NM_027299	Degs2
NM_181328	Slc25a29
NM_001164314	Wars
NM_001163175	Begain
NM_025488	1700001K19Rik
NM_011973	Stk30
NM_026048	Cinp
NM_175207	Ankrd9
NM_183016	Cdc42bpb
NM_001033248	Gm266
NM_021273	Ckb
NM_027404	Bag5
NM_028875	Xrcc3
NM_011625	Ppp1r13b
NM_027360	2010107E04Rik
BC172018	A730018C14Rik
NM_178915	Tmem179
NM_009652	Akt1
NM_028023	Cdca4
NM_019925	Gpr132
NM_010588	Jag2
NM_025399	Nudt14
ENSMUST00000103414	Gm900
ENSMUST00000103443	Ighvq52.3.8
ENSMUST00000103453	LOC630837
ENSMUST00000103462	LOC629793
ENSMUST00000103470	LOC638560
ENSMUST00000103479	Gm7112
ENSMUST00000103484	LOC674190
ENSMUST00000103510	IghmAC38.205.12
ENSMUST00000103517	Gm7016
ENSMUST00000103526	V165-D-J-C mu
ENSMUST00000103529	LOC640614
ENSMUST00000103541	Ighv1-72
XR_033970	Gm9238
ENSMUST00000103543	LOC546230
BC053409	Igh-6
NM_146039	Wdr60
NR_033538	Gm10421
NM_010060	Dnahc11
NM_009239	Sp4
NM_177290	Itgb8
NR_001581	Speer6-ps1
XM_001472218	Gm16505
NM_008112	Gdi2
NM_178283	Asb13
NM_020036	Calm4
NM_001008706	Calm5
NM_001033879	Tubal3
NM_134072	Akr1c14
NM_013778	Akr1c13
NM_001013785	Akr1c19
NM_030611	Akr1c6
NM_029901	Akr1c21
ENSMUST00000065956	Gm5444
NM_011803	Klf6
NM_145131	Pitrm1
XR_030943	Gm5191
NM_052977	Adarb2
NM_172585	Larp4b
NR_027813	Zp4-ps
NM_144835	Heatr1
NM_026184	Ero1lb
NM_181852	Prl2c5
NM_010917	Nid1
NM_010748	Lyst
NM_010317	Gng4
NM_178640	B3galnt2
NM_194262	Arid4b
NM_008944	Psma2
NM_134067	AW209491
NM_008130	Gli3
NM_008380	Inhba
NM_025479	2810021B07Rik
NM_172120	Vps41
NM_175007	Amph
ENSMUST00000103558	Tcrg-V3
NM_016687	Sfrp4
NM_080288	Elmo1
XR_032236	Gm7614
NM_012054	Aoah
NM_009054	Trim27
